호두,인삼,맛있다.
호두,두충,맛있다.
호두,매실,맛있다.
호두,대추,맛있다.
호두,은행,맛있다.
호두,곶감,곶감은 호두나 잣같은 견과류와 같이 먹으면 좋다. 호두나 잣 등에는 지방이 많아 지용성비타민인 비타민 A의 흡수를 돕기때문이다.대표적음식으로 호두 곶감말이가 있다.
겨자,육류,육류의 느끼함과 냄새를 없애는데 도움이된다.
겨자,생선,생선의 느끼함과 냄새를 없애는데 도움이된다.
겨자,당밀,맛있다.
겨자,술,맛있다.
겨자,식초,위장에 자극을 주는 것을 방지하는 역할을 한다. 식초는 위산 분비를 촉진해 소화를 돕고 겨자의 매운맛은 뜨거운 성질을 가지고 있어 찬 냉면과 궁합이 잘 맞는다.
꿀,검은깨,검은깨에 꿀과 우유를 섞은것을 매일 아침에 공복에 타마시면 노인들이나 산모들의 변비가 낫는다.
꿀,두유,꿀이 우유의 영양소 흡수를 돕는다.
꿀,생강,"생강과 꿀을 함께 쪄서 공복에 복용하면 위궤양에 좋은 효과를보고 ,꿀과 우유를 반씩섞고 깨르 넣어 마시면 산후에도 좋고 변비에 좋은 효과를 볼수 있다."
꿀,호두,호두를 다진후 같은양의 꿀을 넣어 골고루 저어준다. 1일 2회씩 1숟가락복용하면 허한체질을 강하게 하는데 도움이 된다.
꿀,사과식초,피로회복에 효과가좋고 꿀과 식초를 약간 섞어 마시면 된다.
꿀,무,무와 꿀을 넣고 약한 불에 끓여 식힌후 복용하면 소화나 구토에 좋다.
꿀,참기름,꿀과 참기름을 섞은다.  따뜻한 물에 타서 하루 세번 마시면 마른기침이 없어진다.
로열젤리,꿀,맛있다.
프로폴리스,율무,외용하면 티눈 치료에 효과적이다.
마늘,양고기,마늘의 알싸한 향이 양고기 특유의 냄새를 잡아주어 마늘과 함께 먹으면 좋은 음식이다.
마늘,게,맛있다.
마늘,우유,"마늘은 면역력 증강 성분으로 알려진 알리신을 다량 함유하고 있는데, 알리신은 강력한 향균 및 살균작용을 하는 성분으로 유해균 증식을 억제하는데 도움이 된다. 하지만 마늘의 알싸한 향과 매운맛 때문에 호불호가 갈리기도 하는데, 이러한 마늘의 톡 쏘는 향과 맛을 부드럽게 감싸 안아줄 수 있는 식품으로 우유를 꼽는다. 우유 속 단백질이 마늘의 냄새를 줄이는데 톡톡한 역할을 하기 때문이다. 한편 우유의 단백질은 생활에 꼭 필요한 8가지 필수 아미노산을 골고루 갖추고 있는 질 좋은 단백질로서 소화 흡수율도 상당히 높은 편이다."
마늘,꿀,마늘의 황 성분은 꿀과 섞이면 혈액순환에 아주 좋다. 이 두 가지는 혈전을 예방하고 정맥을 강화해 혈전증과 정맥류와 같은 질환을 막는다.
생강,어류,"생강의 독특한 향미성분은 어류 특유의 냄새와 맛을 줄여 주고 어류의 소화, 흡수를 촉진시킨다."
생강,아욱,맛있다.
생강,계피,계피와 생강이 따뜻한 성질을 가지고 있어 몸에 찬 기운이 많은 분들에게는 몸에 열을 내주고 혈액순환을 좋게 하여 궁합이 좋다. 열이 많으신 분이라면 차가운 성질을 가진 음식과 함께 먹으면 생강과 계피의 효능을 챙길 수 있다.
생강,설탕,맛있다.
생강,배,찬 성질인 배와 따뜻한 성질을 지닌 생강이 어우러져 궁합도 좋다.
설탕,대추,맛있다.
설탕,인절미,맛있다.
설탕,부추,맛있다.
설탕,녹두,맛있다.
설탕,칡,맛있다.
사탕수수,생강즙,"사탕수수와 생강즙을 배합하면 복어 중독을 해독시켜주고, 구토 증상도 완화해준다."
사탕수수,생동쌀,사탕수수와 생동쌀을 배합하면 허열로 기침이 잦고 입이 마르고 눈물과 침이 많이 나올 때 좋다.
사탕수수,보리,사탕수수의 여린 싹을 보리와 배합하면 당뇨병에 도움이 된다.
사탕무,무화과,사탕무와 무화과를 배합하면 소화성궤양에 좋다. 목의 염증에 의한 통증도 완화시켜준다.
사탕무,호박,"사탕무와 호박을 배합하면 부기력하고 피로한 데에 좋다. 사탕무는 지질과 당질을 에너지로 바꾸는 데 필수적이고, 호박은 비타민 C와 가로틴 함유가 높기 때문이다."
사탕무,당근,"당근에는 풍부한 베타카로틴이 면역시스템을 활성화하고, 사탕무의 혈액정화 효과가 결합되면 월경불순이나 폐경기의 월경이상 등에도 좋다."
사탕무,오이,오이와 사탕무의 배합은 신장결석이나 담석을 녹이고 전립선과 생식선의 노폐물을 정화하며 관련 질환도 치료하는 작용을 해준다.
사탕무,사과,사과와 사탕무를 같이 먹으면 변비나 빈혈에 효과가 좋다. 즙을 내 혼합해서 마시면 심한 변비도 해소하는 능력이 있다.
소금,참기름,맛있다.
소금,수박,"소금의 짠맛이 수박의 단맛을 더욱 강화시켜주기 때문이다. 짠맛이 단맛에 비해 뇌에 전달되는 속도가 빨라서 수박에 소금을 찍어 먹으면 소금의 맛이 먼저 전해지고, 그다음에 수박의 단맛이 전해진다."
소금,팥,팥 요리에 설탕을 쓰면 사포닌 성분이 파괴되기 때문에 소금으로 간을 하는 게 좋다. 소금은 팥의 섬유질 성분을 강화해 변비 해소도 돕는다.
소금,생강,식중독에는 생강을 즙으로 만든 후 소금을 약간 타서 하루에 한 컵씩 5-6회 복용하면 효과가 있다.
식초,콩,"식초가 콩에 풍부한 단백질의 소화흡수를 도우며, 체내의 세균번식을 억제하는 작용을 한다."
식초,땅콩,"식초가 단백질의 소화흡수를 도우며, 체내의 세균번식을 억제하는 작용을 한다."
식초,우유,체내 노폐물을 배출시켜 부기를 억제하는 역할을 한다. 다이어트에 도움이 된다.
식초,계란(달걀),"(계란식초) 초란속에는 풍부한 천연칼슘이 녹아있고, 식초가  칼슘의 흡수력을 높여, 초란을 꾸준히 먹게 되면 골다공증, 동맥경화, 고혈압, 심근경색의 예방 및 치유에 많은 도움을 주게 됩니다."
식초,마늘,"마늘에는 장내 유익한 박테리아의 성장을 돕는 프리바이오틱스가 풍부해 면역력을 높여준다.식초 속 유기산은 또 다른 항산화 성분과 만나면 그 흡수율은 물론 이용률이 대폭 상승하게 되므로, 때문에 마늘을 식초 장아찌로 섭취하게 되면 식초와 마늘 속 항산화 성분의 이용률이 대폭 높아지게 된다."
식초,부추,"부추즙에 식초를 약간 넣어 함께 복용하면, 간 보호와 피로 회복에 도움이 된다. "
식초,양파,"양파에는 식이섬유가 풍부하게 들어 있어 양파를 많이 먹으면 장의 연동운동이 활발해 배변을 돕기 때문에 숙변이 빠져나가면서 혈액순환이 좋아져 신진대사가 활발해지고 지방이 쉽게 연소된다. 식초에도 지방의 대사를 촉진하는 효과가 있어, 양파와 식초를 함게 먹으면 그 효과가 한층 높아진다."
식초,감,감으로 만든 감식초는 인체의 에너지 대사에 관여하여 피로를 빠르게 회복시켜 준다
카레,생강,맛있다.
카레,부추,맛있다.
카레,김치,맛있다.
카레,생선,맛있다.
카레,육류,맛있다.
카레,파,파의 향과 질감은 눅진한 카레맛에 궁합이 좋다.
코코아,바닐라,바닐라 향이 더해진 코코아 음료는 쓴맛이 덜 나고 단맛이 더 진하게 느껴진다.
초콜릿,아몬드,"불포화지방산이 많은 아몬드는 초콜릿에 해로운 콜레스테롤의 체내축적은 줄이고, 몸에 좋은 콜레스테롤은 유지시켜줘 함께 먹으면 좋다. "
파,술,술은 몸을 따뜻하게 하고 파는 피를 맑게해 감기예방에 좋으니 둘이 함께먹으면 초기감기에 효과가 좋다.
파,된장,파와 된장을 오슬오슬한 감기 초기증상에 특효이다. 동의보감에 날파의 흰부분을 된장콩과 배합하면 열을 떨어 뜨리고 감기에 좋다고 했다. 또 신경 쇠약에는 날파를 된장에 찍어 먹으면 도움이 된다
파,생강,감기로 두통이 있을때 좋다. 파 흰부분을 뿌리채 생강과 함께 달여 든다. 가래가 끓고 목이 많이 아플때는 물과 청주를 반반씩 섞어서 끓이면 휠씬 낫다
파,참기름,급성 위통에 좋다. 묵은파 뿌리의 껍질을 벗긴뒤 찧어 참기름과 섞어 마시면 된다.
쌀,쑥,"쌀의 성분 중 부족한 것이 지방과 섬유 소, 칼슘, 철, 비타민A와 C 등이다. 이렇게 쌀에 부족한 영양성분을 보충하기 위해서 칼슘과 섬유질, 철, 비타민A,  B1,  C,  엽록소가 들어 있는 쑥을 함께 먹으면 쌀의 부족한  영양성분을  보충하며 인체의  저항능력을  높여주고  소화도 향상시킬 수 있다."
쌀,솔잎,"생솔잎에는 테르펜계통의 독특한 방향물질이 있고 엽록소 베타카로틴, 비타민B 복합체,  비타민C 등이 풍부해서 사람들의 신경을  안정시키는  생리적  기능을 하며 철분함량이  높으나,  독특한 향미로 먹기어려운 것이  흠이므로  솔잎떡을 만들어 먹음으로  칼로리의  보충과 함께 솔잎의 섭취를 원활하게 할 수 있다.                       "
콩,식초,"콩은 불포화지방과 비타민, 무기질 등은 풍부한데, 소화흡수가 잘 안 되는 결점이 있어서 날로 먹기는 어렵다. 식초는 위액의 분비를 촉진해서 단백질의 소화를 돕기 때문에, 체내에서 소화가 잘 되지 않는 콩의 결점을 보완할 수 있다."
콩국,국수,뇌의 활동을 돕고 신경을 안정시키며 피를 맑게한다. 간장에 지방이 축적되는 것을 억제한다. 
밥,무말랭이,탄수화물인 밥에 칼슘함량이 높은 무말랭이를 먹으면 영양적 균형을 잡는데 좋다.
약식,대추,"대추는 쇠약한 내장을 회복시키며 이뇨효과도 높아 찹쌀에 부족한 철분과 칼슘, 섬유소를 보충한다."
찐빵,팥소,찐빵에 부족한 당질의 소화흡수를 도울 수 있는 팥소는 서로 잘 맞는 식품이라고 할 수 있다.
호박,강낭콩,호박은 비타민A가 많은 베타카로틴이 풍부하다. 강낭콩에는 글로불린(단백질)이 많아 단백질 섭취에 좋다.
녹즙,식초,녹즙에 식초를 섞는 것은 비타민 C의 파괴를 막는 기가막힌 비법이다.
머위,들깨즙,머위의 콜레스테롤 제거효과와 큰 불포화지방산을 많이 가지고 있는 들깨즙이 어울림으로써 성인병 예방효과를 기대할 수 있다.
인삼,꿀,인삼에 부족한 열량을 꿀이 보충해준다.
곶감,호두,호두의 씁쓸한 맛을 곶감의 단맛이 보완해 주어 훌륭한 조화를 이룬다.
수정과,잣,잣속에 있는 성분이 빈혈과 변비를 예방하는 효과 있다.
모과차,유자,모과차는 향은 좋지만 맛이 약간 덤덤하므로 마실 때 얇게 저민 유자나 유자청을 곁들이면 맛이 한결 상큼해지고 비타민 C도 보충된다.
녹차,레몬,심장병 위험을 감소시키는 것으로 알려진 ‘카테킨’을 함유하고 있는 녹차에 비타민 C 또는 감귤류 주스를 더해 섭취하면 카테킨 흡수율을 높인다는 연구결과가 있다.
배,생강,찬성질인 배와 따뜻한 성질인 생각은 서로를 보완한다. 예로부터 담이 나오는 기침을 할때 배즙을 내서 생강즙과 꿀을 타먹으면 효과가 큰것으로 전해진다.
바나나,파인애플,"파인애플은 당질이 많고, 바나나가 갖고 있지 않은 신맛 성분의 구연산을 비롯해서 사과산, 주석산을 많이 갖고 있어 바나나의 없는 영양분을 보충해주는 역할을 한다."
커피,치커리,카페인 중독을 막는 방법 중 하나가 치커리를 섞어 치커리 차를 만들어 마시면 된다.
가지,식물성기름,가지는 조직이 성글어서 기름을 잘 흡수하므로 식물성 기름을 써서 요리하면 리놀레산과 비타민 E를 많이 섭취할 수 있다.
토마토,튀김,위 속에서의 소화를 촉진시키고 위의 부담을 가볍게 해준다.
사과식초,꿀,"사과식초에 꿀을 타서 먹게 되면 꿀이 위를 따뜻하게 해주고 위벽을 보호해주기 때문에 식초의 효과를 증대시키게 된다. 이로 인해 무엇보다 염증, 소화 장애 개선은 물론 근육, 관절, 목의 통증을 개선하는데 효과적이다."
가자미,무,가자미의 단백질이 분해되어 맛과 소화성이 향상된다.
젓갈,귤,상큼한 맛이 들어가므로 젓갈의 맛이 좋아지고 소금의 피해를 감소시킨다.
젓갈,유자,상큼한 맛이 들어가므로 젓갈의 맛이 좋아지고 소금의 피해를 감소시킨다.
재첩,부추,재첩에 부족한 비타민 A를 부추가 보충해준다.
추어탕,산초,추어탕의 냄새를 중화시킨다.
생선초밥,고추냉이,비린내를 없애주고 식중독을 예방해준다.
생선회,생강,"생강은 비린내를 잡는 것은 물론 항균/살균/억균, 그리고 항염 작용을 한다. 또한 단백질 분해 효소가 있어 생선회의 소화를 돕는다."
조개탕,쑥갓,간장질환과 담석증에 효과가 있고 소화력을 증진시킨다.
연어,생후추,연어 요리를 먹을때 곁들여지는 통후추는 독특한 향기가 있으므로 연어를 먹으면서 통후추를 씹으면 독특한 향기와 맛과 매운맛이 어울려 연어의 맛을 더욱 음미할 수 있다.
멸치,풋고추,멸치에는 칼슘 흡수를 방해하는 '인'이라는 성분이 있어 칼슘 흡수를 돕는 철분 성분이 있는 풋고추와 먹으면 좋다.
가쓰오부시,우동다시,가쓰오부시는 멸치와는 달리 칼칼하다기보다는 감칠맛이 강하고 미묘한 단맛과 신맛이 같이 나는 스타일의 국물을 내는데 이것이 일본의 맛과 잘 어울리기 때문에 우동국물과 자주 쓰인다.
불고기,들깻잎,"들깻잎이 불고기에 부족한 칼슘, 비타민A,C, 엽록소를 채워준다."
스테이크,파인애플,고기를 더 부드럽게 해주고 위에 부담을 덜해 소화가 더 잘된다.
간,브로콜리," 브로콜리에는 카로틴과 비타민 C, 그리고 섬유질이 풍부하다. 간에는 비타민 A와 필수 아미노산, 메치오닌도 많으므로 함께먹으면 피부와 간을 튼튼히 하는데 우수한 식품이다."
간,양파,간을 먹을때 양파를 같이 섭취하면 간의 비타민 B를 잘 흡수 할수 있도록 도와주므로 간과 양파는 궁합이 좋다.
설렁탕,깍두기,깍두기는 발효식품이기 때문에 칼슘 흡수율이 매우 높아 설렁탕 등 동물성 식품과 잘 어울린다.
보신탕,들깨,겨자가 고기의 느끼함과 냄새를 없앤다. 콜레스테롤의 피해를 줄일 수 있고 개고기의 누린내를 제거하는 효과가 있다. 그런데 들깨를 가루로 만들어 오래두면 과산화지질이 가장 잘 만들어지는 식품이 되므로 신선한 들깨가루를 먹는 것이 좋다.
닭고기,잉어,스테미나에 좋다.
닭고기,옻,"옻은 소화를 돕고 관절염, 신경통, 피부병에도 효과가 있다. 하지만, 독을 지니고 있기 때문에 함부로 섭취하기에는 무리가 있다. 이때 닭이 옻을 중화시켜 각자 내재한 유효 성분을 발휘할 수 있도록 도와준다."
선짓국,우거지,"조혈, 철분의 흡수, 변비예방에 좋다."
선짓국,콩나물,콩나물은 비타민 C가 있는데 함께 먹으면 철분의 흡수를 향상시킨다. 철분을 최대한 흡수시키면서도 변비를 예방하는 콩나물과 선지의 만남은 찰떡궁합인 셈이다.
고기,겨자,겨자가 고기의 느끼함과 냄새를 없앤다.
양고기,박하(민트),박하(민트)는 양고기 냄새 제거와 소화를 도와주는 효과를 얻기 위해 함께 쓰여 온 역사가 오래된 음식궁합이다.
고기,키위,키위에 함유된 '액티니딘'이라는 성분이 단백질을 분해하는 역할을 하여 육질이 연해진다.
육회,배,배에 들어있는 단백질 분해효소가 연육작용을 해서 소화를 돕는다.
우유,간,"간을 조리할 때 한동안 우유에 담가두면 간의 독특한 냄새가 많이 제거된다.간으로 요리할 때 우유를 첨가하는 것도 좋은 방법. 우유에 적은 비타민 B₁, B₂등이 보강되는 효과도 있다."
빵,햄,빵은 탄수화물을 햄은 단백질은 보충해준다.
빵,치즈,빵은 탄수화물을 치즈는 단백질은 보충해준다.
카레,요구르트,매운맛이 줄고 독특한 풍미가 생겨난다. 상호보완적이다.
스파게티,파르메산치즈,파르메산치즈는 고단백 고열량인 영양 에센스라고 볼 수가 있고 스파게티에 이것을 섞이면 단단한 면 가닥을 씹는 조직감도 색달라 입 안에서 오래 씹게 되는 특징이 있다고 한다.
적포도주(와인),치즈,적포도주에는 과피에서 유래되는 조금 떫은 폴리페놀과 타닌이 있기 때문에 치즈가 잘 어울리게 된다.
적포도주(와인),고기요리,고기의 느끼한 맛을 덜어주고 소화액이 더 잘 분비되고 식욕도 좋아진다.
백포도주,생선,육류에 비해 지방조직과 함량이 다른 생선류나 조개종류의 요리를 먹을 때에는 백포도주를 마시는게 좋다.백포도주는 차게 해서 마셔야 산뜻한 산미가 살아나고 그만큼 섬세하다. 
백포도주,달팽이요리,달팽이로 만든 여러 가지 요리 중에서도 가장 명성이 높은 것이 '에스카르고 아 라 부르고뉴'이다. 에스카르고 아 라 부르고뉴를 주문하면서 잊지 말아야 할 것이 부르고뉴 백포도주이다.
술,해장국,해장국은 대체로 단백질과 비타민이 많은 영양식이어서 알콜을 잘 분해시켜주는 역할을 한다.술 마시고 난 이튿날 아침에 머리가 아플 때에는 파를 넣은 국이나 죽을 먹으면 효과적이다. 날 파를 바로 국에 넣지 말고 물에 씻은 후 끓은 물에 데쳐 내서 써야한다.
더덕,술,"술 마시고 체한 데에는 약이 없는 것으로 전해오고 있는데 더덕이 술에 체한 데 가장 좋다고 한다. 더덕은 건위제일 뿐만 아니라 강장식품으로도 유명해서 폐와 비장, 신장을 튼튼하게 하는 해주는 식품으로 전래된다. "
소나무순,술,"솔잎에는 엽록소와 비타민과 무기질 등도 풍부하지만 정신을 맑게하는 특별한 효능이 있다고 한다. 그 효능을 나타내는 성분의 하나가 소나무의 독특한 향기성분인 테르펜이다. 소나무와 잣나무를 원료로 한 모든 술에는 이 향미가 나서 맛이 좋다. 또한, 이러한 소나무의 새순을 따서 만든 술을 송순주라고 한다. 술 양에 비해 솔잎이나 순의 분량이 많으면 너무 향미가 강렬해서 술맛이 역하므로 잘 조정해야 한다."
맥주,소시지,맥주 탄산의 깔끔한 맛이 소시지의 느끼함을 없애주고 소화를 도와준다.
막걸리,간,간이 가지고 있는 영양 성분의 파괴와 손실을 막으면서 간의 나쁜 냄새를 제거하는데 막걸리가 최고다. 막걸리에는 단백질을 비롯한 비타민 b등 영양 성분이 몹시 많아 간을 담궈도 영양의 손실이 전혀 없고 잡맛을 제거하는 뛰어난 힘이있다.
고량주,중국요리,고량주는 기름진 음식을 산뜻하게 먹을 수 있게 하고 소화액의 분비도 도와주므로 격이 맞다.
소주,오이,"오이가 칼륨을 보충하며, 염분과 노폐물 배출이 잘 되어 숙취에 좋으며, 몸을 맑게 해 준다."
마르가리타,소금,술과 함께 염분과 비타민을 보충하는 좋은 방법이다. 멕시코에서는 테킬라를 마시기 전에 손등에 소금을 얹은 뒤 라임이나 레몬을 씹고 소금을 햝는게 전통적이다.
홍어,막걸리,막걸리가 홍어의 암모니아의 자극의 중화시킨다.
우유,토마토,"우유의 유지방이 토마토의 흡수율을 높여 주고, 우유에 포함되어 있는 성분으로 칼슘도 보충할 수 있어 특히 좋다."
사과,삼겹살,사과는 칼륨 섭취를 도우며 칼륨 성분이 염분 배출을 돕는다.
녹차,삼겹살,녹차는 항산화 물질이 풍부해서 삼겹살 섭취로 인한 산화작용을 막아준다. 
김치,삼겹살,김치의 단백질 분해효소가 고기를 소화시키는데 도움을 준다.
미나리,삼겹살,"삼겹살의 잡내를 제거해주며, 미나리의 식이섬유와 플라보노이드가 담즙 분비를 촉진시켜 삼겹살의 포화지방을 분해해준다."
삼겹살,상추,상추는 포만감을 일으켜 삼겹살의 과잉 섭취를 막는다. 따라서 체중 조절에 도움이 된다.
깻잎,삼겹살,"깻잎에 부족한 단백질을 삼겹살이 보완해주고, 삼겹살에 부족한 칼슘, 무기질, 비타민 A, B, C를 깻잎이 보완해준다. 또한 깻잎의 비타민 C는 고기를 구울 때 생기는 발암물질 타르를 제거해준다."
마늘,삼겹살,마늘의 알리신 성분이 삼겹살의 비타민 B1 흡수를 돕는다. 
삼겹살,와인,와인의 알칼리 성분이 돼지고기 섭취로 인한 산성화되는 몸을 중화시킨다.
삼겹살,새우젓,새우젓은 돼지고기로 섭취된 단백질과 지방을 빠르게 소화시켜주는 역할을 한다.
삼겹살,파인애플,파인애플의 브로멜린이 소화작용을 도우며 돼지고기를 부드럽게 해준다. 
계란(달걀),토마토,"토마토는 계란(달걀)에 부족한 비타민 C와 식이섬유를 채워주며, 계란(달걀)은 토마토에 부족한 단백질을 채워준다."
계란(달걀),치즈,치즈가 칼슘이 부족한 계란(달걀)에 칼슘을 더해준다.
계란(달걀),북어,달걀이 북어의 단백질과 반응하여 단백질 영양 효율을 향상시킨다.
김,두부,콩 제품을 먹을 때 요오드 부족을 김이 채워준다.
시리얼,우유,"시리얼은 비타민과 철분, 아연이 풍부해 우유와 함께 먹게 되면 단백질, 칼슘 섭취량까지 높일 수 있다."
돼지고기,양파,양파는 수분이 많아 육류의 느끼한 맛을 잡는데 제격이고 체지방분해를 돕는다. 혈액순환과 변비예방효과도 있다.
삼겹살,양파,양파는 수분이 많아 육류의 느끼한 맛을 잡는데 제격이고 체지방분해를 돕는 성분이 있어 돼지고기와 잘 맞는다. 혈액순환과 변비예방효과도 있다.
올리브유(올리브오일),토마토,항산화 항암효능이 있는 라이코펜 성분이 풍부한 토마토는 지용성 올리브유와 함께 먹으면 흡수율이 5배나 높아진다.
사과,포도,혈전 방지 및 심장 건강을 지켜준다.
고구마,사과,가스가 생기기 쉬운 고구마를 사과가 막아준다.
브로콜리,토마토,전립선암을 예방하는 효과가 있다.
된장,바지락,바지락은 된장에 부족한 동물성 단백질을 바지락에서 보충해준다. 또한 된장은 바지락에 부족한 식물성 단백질을 보충시켜준다. 
바나나,우유,"바나나는 우유의 비타민D, 칼슘, 마그네슘의 흡수를 높여주는 효능이 있다."
돼지고기,쭈꾸미,돼지고기 섭취로 인한 콜레스테롤 위험을 쭈꾸미가 줄여준다.
브로콜리,소고기,소고기에 함유된 철분은 체내 흡수율이 낮기 때문에 비타민 C가 많은 브로콜리와 함께 섭취해 주면 좋다.
도라지,오리고기,면역력 증강 및 항암효과가 있다.
강황,후추,후추가 강황의 흡수를 돕는다.
연어,생크림,연어의 비타민 D가 유제품의 칼슘을 흡수한다.
새우,표고버섯,"표고버섯에는 콜레스테롤 수치를 저하시키는 작용이 있으며, 성인병 예방에 좋다."
맥주,과일,맥주의 높은 열량이 감소될 수 있다.
소주,생선찌개,맵고 짠맛이 적어 궤양을 일으키는 것을 예방해 준다.
당근,식용유,당근을 식용유로 조리하면 날로 먹는 것보다 영양이 보존된다.
쇠고기(소고기),배,"고기에 배를 섞으면 단백질 분해 작용이 일어나며 고기가 연해지고 맛이 좋아진다. 병후회복, 영양보충에 좋다."
새우,레몬,새우요리에 레몬을 곁들이면 상큼한 맛이 입맛을 돋우고 산성과 알칼리성의 조화로 균형있는 영양식이 된다.
과메기,미역,콜레스테롤을 배출해준다.
바나나,브로콜리,피부가 거칠어지는 것 방지해준다.
바나나,두유,얼굴이나 다리의 붓기 제거에 좋다.
계란(달걀),복어,달걀이 복어에 들어있는 단백질 영양 효율을 높여준다.
냉면,식초,영양 및 위생에 효과가 있다.
떡,무,소화를 돕는다.
커피,치즈,위벽과 소화기관을 보호한다.
아보카도,토마토,토마토는 아보카도의 건강한 지방 흡수를 돕는다.
바나나,김치,"바나나 먹을 때 퍽퍽함을 없앤다. 김치의 강한 맛과 향, 매운맛을 중화시키고. 염분 섭취 함량을 낮춘다. 포만감을 빨리 느껴 다이어트에 좋다."
라면,우유,우유에 풍부한 칼슘과 칼륨이 몸의 나트륨 배출을 원활하게 한다.
쌀,콩,"쌀에는 단백질로 필수아미노산, 라이신이 적고  유황 함유 아미노산인 메치오닌이 많은 편인데  비해  콩에는  단백질과 라이신이 많으나  메치오닌이  적다. 그러므로  쌀과 콩 제품을 합치면 단백질의 영양효과가  상승한다.  또 콩은 상대적으로 쌀에  적게  들어  있는  비타민B1을 많이 가지고 있다."
라면,녹색채소,라면에 채소를 곁들이게 되면 여러 가지 영양성분의 보완도 되지만 소금의 나트륨 작용을 상쇄시키는 칼륨을 많이 가지고 있어 이 길항작용의 중요성을 쉽게 알 수 있다.
파,육류,파는 육류를 조리하거나 먹을 때 곁들이면 고기의 좋지 못한 냄새를 중화시키고 위액분비를  촉진시켜 육류소화를 도와주는 작용을 한다.                                   
토마토,소금,"토마토를 소금과 함께 먹으면 토마토의 단맛이 더 강해지면서 비타민C가 산화되는 것을 막아주고, 세포의 에너지 활동이 활발해지게 도와준다."
